"Report_ID","Date","Status","Location","Incident_Category","Incident_Type","Description","Report","Report_Time","Length"
1704448,"11/30/17","CLOSED","University Village One","SERVICE","SERVICE                                   Injury Response","A student was treated and released at the scene after falling and sustaining bruises and abrasions to her face."," 11/30/17 - 8:55 am                    Location: UNIVERSITY VILLAGE ONE                                      Report #: 1704448
Occurred: 11/30/17 - 8:50 am      to 11/30/17 - 8:50 am                                  Disposition: CLOSED
Incident: SERVICE                                   Injury Response
Summary: A student was treated and released at the scene after falling and sustaining bruises and abrasions to her face.
          cc: Student Affairs, Risk Management","11/30/17 - 8:55 am","11/30/17 - 8:50 am      to 11/30/17 - 8:50 am"
NA,"11/30/17","CLOSED","A.c. Allen Cowlings And Illium","SERVICE","SERVICE                                   Injury Response","A student was treated and released at the scene after falling and sustaining abrasions to his hand and elbows."," 11/30/17 - 11:08 am                   Location: A.C. ALLEN COWLINGS AND ILLIUM                              Report #: 1704449
                                                            RESIDENTIAL COLLEGE
Occurred: 11/30/17 - 11:08 am     to 11/30/17 - 11:24 am                                 Disposition: CLOSED
Incident: SERVICE                                   Injury Response
Summary: A student was treated and released at the scene after falling and sustaining abrasions to his hand and elbows.
          cc: Student Affairs, Risk Management","11/30/17 - 11:08 am","11/30/17 - 11:08 am     to 11/30/17 - 11:24 am"
1704450,"11/30/17","Inactive Investigation","Outside Usc Area","BURGLARY MOTOR VEHICLE","BURGLARY-MOTOR VEHICLE                    Burglary-Motor Vehicle","A suspect removed the registration and insurance slips."," 11/30/17 - 12:17 pm                   Location: OUTSIDE USC AREA                                            Report #: 1704450
Occurred: 11/19/17 - 12:00 pm     to 11/29/17 - 8:00 pm                                  Disposition: Inactive Investigation
Incident: BURGLARY-MOTOR VEHICLE                    Burglary-Motor Vehicle
Summary: A suspect removed the registration and insurance slips.","11/30/17 - 12:17 pm","11/19/17 - 12:00 pm     to 11/29/17 - 8:00 pm"
1704451,"11/30/17","Open","Figueroa Street Structure","BATTERY","BATTERY                                   Battery","A student reported that a suspect punched him in the back following a traffic dispute."," 11/30/17 - 11:51 am                   Location: FIGUEROA STREET STRUCTURE                                   Report #: 1704451
Occurred: 11/30/17 - 11:51 am     to 11/30/17 - 12:38 pm                                 Disposition: Open
Incident: BATTERY                                   Battery
Summary: A student reported that a suspect punched him in the back following a traffic dispute.
          cc: Student Affairs","11/30/17 - 11:51 am","11/30/17 - 11:51 am     to 11/30/17 - 12:38 pm"
1704452,"11/30/17","Inactive Investigation","Marianne & J.douglas Pardee Tower","THEFT PETTY","THEFT-PETTY                               Theft Bicycle","A suspect removed a bicycle."," 11/30/17 - 1:24 pm                    Location: MARIANNE & J.DOUGLAS PARDEE TOWER                           Report #: 1704452
Occurred: 11/21/17 - 10:00 am     to 11/28/17 - 8:00 am                                  Disposition: Inactive Investigation
Incident: THEFT-PETTY                               Theft Bicycle
Summary: A suspect removed a bicycle.","11/30/17 - 1:24 pm","11/21/17 - 10:00 am     to 11/28/17 - 8:00 am"
NA,"11/30/17","CLOSED","Elisabeth Von Kleinsmid Memorial","NA",NA,NA," 11/30/17 - 1:16 pm                    Location: ELISABETH VON KLEINSMID MEMORIAL                            Report #: 1704453
                                                            RESIDENCE HALL
Occurred: 11/30/17 - 1:16 pm      to 11/30/17 - 1:39 pm                                  Disposition: CLOSED
Incident: SERVICE                                   Injury Response
","11/30/17 - 1:16 pm","11/30/17 - 1:16 pm      to 11/30/17 - 1:39 pm"
1704454,"11/30/17","CLOSED","Healthcare Center 2","VANDALISM","VANDALISM                                Vandalism-Misdemeanor","An irate patient damaged an exam room door when he slammed it closed."," 11/30/17 - 2:11 pm                  Location: HEALTHCARE CENTER 2                                       Report #: 1704454
Occurred: 11/30/17 - 1:00 pm    to 11/30/17 - 1:30 pm                                  Disposition: CLOSED
Incident: VANDALISM                                Vandalism-Misdemeanor
Summary: An irate patient damaged an exam room door when he slammed it closed.
          cc: HR","11/30/17 - 2:11 pm","11/30/17 - 1:00 pm    to 11/30/17 - 1:30 pm"
1704455,"11/30/17","Cleared Arrest","Pardee Way Entrance","CRIMINAL THREATS","CRIMINAL THREATS                         Criminal Threats","A car service driver was arrested for threatening a staff member who asked him to move his vehicle."," 11/30/17 - 1:45 pm                  Location: PARDEE WAY ENTRANCE                                       Report #: 1704455
Occurred: 11/30/17 - 1:45 pm    to 11/30/17 - 3:04 pm                                  Disposition: Cleared Arrest
Incident: CRIMINAL THREATS                         Criminal Threats
Summary: A car service driver was arrested for threatening a staff member who asked him to move his vehicle.
          cc: HR","11/30/17 - 1:45 pm","11/30/17 - 1:45 pm    to 11/30/17 - 3:04 pm"
NA,"11/30/17","CLOSED","Henry Salvatori Computer Science","PROPERTY","PROPERTY                                 Recovered/Impounded Bicycle","Five bicycles were removed from the location and impounded at the DPS office."," 11/30/17 - 3:39 pm                  Location: HENRY SALVATORI COMPUTER SCIENCE                          Report #: 1704456
                                                           CENTER
Occurred: 11/30/17 - 3:39 pm    to 11/30/17 - 3:40 pm                                  Disposition: CLOSED
Incident: PROPERTY                                 Recovered/Impounded Bicycle
Summary: Five bicycles were removed from the location and impounded at the DPS office.","11/30/17 - 3:39 pm","11/30/17 - 3:39 pm    to 11/30/17 - 3:40 pm"
1704457,"11/30/17","CLOSED","36Th St & Vermont Av","TRAFFIC","TRAFFIC                                  Traffic Collision Without Injuries","A non-USC male drove a work truck into a parked University vehicle, causing minor damage."," 11/30/17 - 3:08 pm                  Location: 36TH ST & VERMONT AV                                      Report #: 1704457
Occurred: 11/30/17 - 3:08 pm    to 11/30/17 - 4:00 pm                                  Disposition: CLOSED
Incident: TRAFFIC                                  Traffic Collision Without Injuries
Summary: A non-USC male drove a work truck into a parked University vehicle, causing minor damage.
          cc: Risk Management","11/30/17 - 3:08 pm","11/30/17 - 3:08 pm    to 11/30/17 - 4:00 pm"
1704458,"11/30/17","Inactive Investigation","Thomas & Dorothy Leavey Library","THEFT PETTY","THEFT-PETTY                              Theft Petty-Plain","A suspect removed a backpack."," 11/30/17 - 3:27 pm                  Location: THOMAS & DOROTHY LEAVEY LIBRARY                           Report #: 1704458
Occurred: 11/30/17 - 11:30 am   to 11/30/17 - 1:00 pm                                  Disposition: Inactive Investigation
Incident: THEFT-PETTY                              Theft Petty-Plain
Summary: A suspect removed a backpack.","11/30/17 - 3:27 pm","11/30/17 - 11:30 am   to 11/30/17 - 1:00 pm"
1704459,"11/30/17","CLOSED","Waite Phillips Hall Of Education","PROPERTY","PROPERTY                                 Recovered/Impounded Bicycle","Seven bicycles were removed from the location and impounded at the DPS office."," 11/30/17 - 4:45 pm                  Location: WAITE PHILLIPS HALL OF EDUCATION                          Report #: 1704459
Occurred: 11/30/17 - 4:45 pm    to 11/30/17 - 4:45 pm                                  Disposition: CLOSED
Incident: PROPERTY                                 Recovered/Impounded Bicycle
Summary: Seven bicycles were removed from the location and impounded at the DPS office.","11/30/17 - 4:45 pm","11/30/17 - 4:45 pm    to 11/30/17 - 4:45 pm"
1704460,"11/30/17","Cleared Arrest","Pertusati University Bookstore","THEFT PETTY","THEFT-PETTY                              Shoplifting","A suspect was arrested for removing merchandise from the location without paying for it."," 11/30/17 - 1:07 pm                  Location: PERTUSATI UNIVERSITY BOOKSTORE                            Report #: 1704460
Occurred: 11/30/17 - 1:07 pm    to 11/30/17 - 5:20 pm                                  Disposition: Cleared Arrest
Incident: THEFT-PETTY                              Shoplifting
Summary: A suspect was arrested for removing merchandise from the location without paying for it.
","11/30/17 - 1:07 pm","11/30/17 - 1:07 pm    to 11/30/17 - 5:20 pm"
1704461,"11/30/17","Inactive Investigation","Edward L. Doheny Jr. Memorial Library","THEFT PETTY","THEFT-PETTY                             Theft Petty-Plain","A suspect removed a cellular phone."," 11/30/17 - 4:45 pm                  Location: EDWARD L. DOHENY JR. MEMORIAL LIBRARY                         Report #: 1704461
Occurred: 11/30/17 - 4:45 pm   to 11/30/17 - 5:00 pm                                    Disposition: Inactive Investigation
Incident: THEFT-PETTY                             Theft Petty-Plain
Summary: A suspect removed a cellular phone.","11/30/17 - 4:45 pm","11/30/17 - 4:45 pm   to 11/30/17 - 5:00 pm"
1704462,"11/30/17","Inactive Investigation","1239 30Th St","THEFT PETTY","THEFT-PETTY                             Theft Bicycle","A suspect removed a bicycle."," 11/30/17 - 5:23 pm                  Location: 1239 30TH ST                                                  Report #: 1704462
Occurred: 11/20/17 - 1:00 pm   to 11/21/17 - 12:00 pm                                   Disposition: Inactive Investigation
Incident: THEFT-PETTY                             Theft Bicycle
Summary: A suspect removed a bicycle.","11/30/17 - 5:23 pm","11/20/17 - 1:00 pm   to 11/21/17 - 12:00 pm"
1704463,"11/30/17","CLOSED","Keck Hospital Of Usc","ALARM RESPONSE","ALARM RESPONSE                          Environmental Alarm","A radiation alarm was activated by the contents of a trash bag."," 11/30/17 - 6:16 pm                  Location: KECK HOSPITAL OF USC                                          Report #: 1704463
Occurred: 11/30/17 - 6:16 pm   to 11/30/17 - 6:19 pm                                    Disposition: CLOSED
Incident: ALARM RESPONSE                          Environmental Alarm
Summary: A radiation alarm was activated by the contents of a trash bag.
          cc: Safety","11/30/17 - 6:16 pm","11/30/17 - 6:16 pm   to 11/30/17 - 6:19 pm"
1704464,"11/30/17","Inactive Investigation","Soto Street Building","PROPERTY","PROPERTY                                Lost/Missing Property","A student reported her laptop computer missing."," 11/30/17 - 7:22 pm                  Location: SOTO STREET BUILDING                                          Report #: 1704464
Occurred: 11/30/17 - 5:30 pm   to 11/30/17 - 7:00 pm                                    Disposition: Inactive Investigation
Incident: PROPERTY                                Lost/Missing Property
Summary: A student reported her laptop computer missing.","11/30/17 - 7:22 pm","11/30/17 - 5:30 pm   to 11/30/17 - 7:00 pm"
NA,"11/30/17","Inactive Investigation","Ray & Nadine Watt Hall Of Architecture","THEFT PETTY","THEFT-PETTY                             Theft Petty-Plain","A suspect removed a bicycle."," 11/30/17 - 8:12 pm                  Location: RAY & NADINE WATT HALL OF ARCHITECTURE                        Report #: 1704465
                                                           & FINE ARTS
Occurred: 11/30/17 - 1:00 pm   to 11/30/17 - 6:45 pm                                    Disposition: Inactive Investigation
Incident: THEFT-PETTY                             Theft Petty-Plain
Summary: A suspect removed a bicycle.","11/30/17 - 8:12 pm","11/30/17 - 1:00 pm   to 11/30/17 - 6:45 pm"
1704466,"11/30/17","Inactive Investigation","Alpha Gamma Omega","BURGLARY","BURGLARY                                Burglary-Residential","A student reported that a suspect made unauthorized purchases on his debit card that was stolen during a previous burglary."," 11/30/17 - 8:08 pm                  Location: ALPHA GAMMA OMEGA                                             Report #: 1704466
Occurred: 11/21/17 - 7:00 pm   to 11/30/17 - 8:00 pm                                    Disposition: Inactive Investigation
Incident: BURGLARY                                Burglary-Residential
Summary: A student reported that a suspect made unauthorized purchases on his debit card that was stolen during a previous burglary.","11/30/17 - 8:08 pm","11/21/17 - 7:00 pm   to 11/30/17 - 8:00 pm"
1704467,"11/30/17","CLOSED","30Th St & Hoover St","TRAFFIC","TRAFFIC                                 Traffic Collision Without Injuries","A staff member driving a University vehicle collided with a non-USC male driving his personal vehicle, causing unspecified"," 11/30/17 - 8:24 pm                  Location: 30TH ST & HOOVER ST                                           Report #: 1704467
Occurred: 11/30/17 - 8:18 pm   to 11/30/17 - 8:18 pm                                    Disposition: CLOSED
Incident: TRAFFIC                                 Traffic Collision Without Injuries
Summary: A staff member driving a University vehicle collided with a non-USC male driving his personal vehicle, causing unspecified
          damage.
          cc: Risk Management
","11/30/17 - 8:24 pm","11/30/17 - 8:18 pm   to 11/30/17 - 8:18 pm"
NA,"11/30/17","Cleared by Exceptional Means","Elisabeth Von Kleinsmid Memorial","ALCOHOL","ALCOHOL                                  Drunk In Public","An intoxicated student was examined and released into the care of his roommate."," 11/30/17 - 11:14 pm                   Location: ELISABETH VON KLEINSMID MEMORIAL                                  Report #: 1704468
                                                           RESIDENCE HALL
Occurred: 11/30/17 - 11:10 pm    to 11/30/17 - 11:39 pm                                     Disposition: Cleared by Exceptional Means
Incident: ALCOHOL                                  Drunk In Public
Summary: An intoxicated student was examined and released into the care of his roommate.
          cc: Student Affairs, Judicial Affairs","11/30/17 - 11:14 pm","11/30/17 - 11:10 pm    to 11/30/17 - 11:39 pm"
1704469,"11/30/17","CLOSED","Upc Public Safety Office","SERVICE","SERVICE                                  Suspicious Circumstances","A staff member reported that a suspect entered the location and proceeded to write a letter containing incoherent and irrational"," 11/30/17 - 9:39 pm                    Location: UPC PUBLIC SAFETY OFFICE                                          Report #: 1704469
Occurred: 11/30/17 - 9:39 pm     to 12/1/17 - 12:10 am                                      Disposition: CLOSED
Incident: SERVICE                                  Suspicious Circumstances
Summary: A staff member reported that a suspect entered the location and proceeded to write a letter containing incoherent and irrational
          statements about his association with the University. The suspect then handed the letter to the staff member and left the
          building.","11/30/17 - 9:39 pm","11/30/17 - 9:39 pm     to 12/1/17 - 12:10 am"
1704470,"12/1/17","Cleared by Exceptional Means","Mccarthy Way Entrance","ALCOHOL","ALCOHOL                                  Drunk In Public","An intoxicated student was examined and released into the care of a friend."," 12/1/17 - 12:23 am                    Location: MCCARTHY WAY ENTRANCE                                             Report #: 1704470
Occurred: 12/1/17 - 12:23 am     to 12/1/17 - 12:45 am                                      Disposition: Cleared by Exceptional Means
Incident: ALCOHOL                                  Drunk In Public
Summary: An intoxicated student was examined and released into the care of a friend.
          cc: Student Affairs, Judicial Affairs","12/1/17 - 12:23 am","12/1/17 - 12:23 am     to 12/1/17 - 12:45 am"
1704471,"12/1/17","CLOSED","Thomas & Dorothy Leavey Library","PROPERTY","PROPERTY                                 Recovered/Impounded Bicycle","Four bicycles were removed from the location and impounded at the DPS office."," 12/1/17 - 1:05 am                     Location: THOMAS & DOROTHY LEAVEY LIBRARY                                   Report #: 1704471
Occurred: 12/1/17 - 1:05 am      to 12/1/17 - 1:07 am                                       Disposition: CLOSED
Incident: PROPERTY                                 Recovered/Impounded Bicycle
Summary: Four bicycles were removed from the location and impounded at the DPS office.","12/1/17 - 1:05 am","12/1/17 - 1:05 am      to 12/1/17 - 1:07 am"
1704472,"12/1/17","CLOSED","La Sorbonne Apartments","ALARM RESPONSE","ALARM RESPONSE                           Carbon Monoxide Alarm","LAFD responded to a carbon monoxide alarm activation in an apartment at the location. No carbon monoxide was detected and"," 12/1/17 - 12:47 am                    Location: LA SORBONNE APARTMENTS                                            Report #: 1704472
Occurred: 12/1/17 - 12:47 am     to 12/1/17 - 1:13 am                                       Disposition: CLOSED
Incident: ALARM RESPONSE                           Carbon Monoxide Alarm
Summary: LAFD responded to a carbon monoxide alarm activation in an apartment at the location. No carbon monoxide was detected and
          the apartment was cleared for reentry.
          cc: Student Affairs, Safety, Housing","12/1/17 - 12:47 am","12/1/17 - 12:47 am     to 12/1/17 - 1:13 am"
1704473,"11/30/17","CLOSED","Outside Usc Area","SUICIDE","SUICIDE                                  Attempt Suicide","A student was transported to a local hospital for medical treatment after inflicting superficial cuts to her wrist with a knife."," 11/30/17 - 9:10 pm                    Location: OUTSIDE USC AREA                                                  Report #: 1704473
Occurred: 11/30/17 - 9:10 pm     to 12/1/17 - 1:28 am                                       Disposition: CLOSED
Incident: SUICIDE                                  Attempt Suicide
Summary: A student was transported to a local hospital for medical treatment after inflicting superficial cuts to her wrist with a knife.
          cc: Student Affairs
","11/30/17 - 9:10 pm","11/30/17 - 9:10 pm     to 12/1/17 - 1:28 am"
1704474,"12/1/17","Cleared by Exceptional Means","Tau Kappa Epsilon","DISTURBANCE","DISTURBANCE                                Disturbing The Peace","The fraternity was cited to Judicial Affairs for hosting an unauthorized party and serving alcohol to minors."," 12/1/17 - 1:05 am                     Location: TAU KAPPA EPSILON                                               Report #: 1704474
Occurred: 12/1/17 - 1:05 am      to 12/1/17 - 1:47 am                                      Disposition: Cleared by Exceptional Means
Incident: DISTURBANCE                                Disturbing The Peace
Summary: The fraternity was cited to Judicial Affairs for hosting an unauthorized party and serving alcohol to minors.
          cc: Student Affairs, Judicial Affairs","12/1/17 - 1:05 am","12/1/17 - 1:05 am      to 12/1/17 - 1:47 am"
1704475,"12/1/17","CLOSED","Tau Kappa Epsilon","SERVICE","SERVICE                                    Injury Response",NA," 12/1/17 - 2:42 am                     Location: TAU KAPPA EPSILON                                               Report #: 1704475
Occurred: 12/1/17 - 2:42 am      to 12/1/17 - 3:58 am                                      Disposition: CLOSED
Incident: SERVICE                                    Injury Response
Summary:","12/1/17 - 2:42 am","12/1/17 - 2:42 am      to 12/1/17 - 3:58 am"
1704476,"12/1/17","CLOSED","Keck Hospital Of Usc","ALARM RESPONSE","ALARM RESPONSE                             Environmental Alarm","A radiation alarm was activated by the contents of a trash bag."," 12/1/17 - 6:15 am                     Location: KECK HOSPITAL OF USC                                            Report #: 1704476
Occurred: 12/1/17 - 6:15 am      to 12/1/17 - 6:28 am                                      Disposition: CLOSED
Incident: ALARM RESPONSE                             Environmental Alarm
Summary: A radiation alarm was activated by the contents of a trash bag.
          cc: Safety","12/1/17 - 6:15 am","12/1/17 - 6:15 am      to 12/1/17 - 6:28 am"
1704477,"12/1/17","CLOSED","36Th Pl & Vermont Av","VEHICLE CODE","VEHICLE CODE                               Hit & Run - Misdemeanor","A student was struck by a vehicle while riding her bicycle near the location and the driver of the vehicle fled the scene without"," 12/1/17 - 9:12 am                     Location: 36TH PL & VERMONT AV                                            Report #: 1704477
Occurred: 12/1/17 - 8:55 am      to 12/1/17 - 9:12 am                                      Disposition: CLOSED
Incident: VEHICLE CODE                               Hit & Run - Misdemeanor
Summary: A student was struck by a vehicle while riding her bicycle near the location and the driver of the vehicle fled the scene without
          stopping to check on her welfare. The student sustained injuries to her elbow and leg and was transported to SHC for medical
          treatment.
          cc: Student Affairs","12/1/17 - 9:12 am","12/1/17 - 8:55 am      to 12/1/17 - 9:12 am"
1704478,"12/1/17","Inactive Investigation","1286 Adams Bl","THEFT PETTY","THEFT-PETTY                                Theft Petty-Plain","A suspect removed a package that was delivered to the location."," 12/1/17 - 10:07 am                    Location: 1286 ADAMS BL                                                   Report #: 1704478
Occurred: 11/27/17 - 9:42 am     to 11/27/17 - 11:00 am                                    Disposition: Inactive Investigation
Incident: THEFT-PETTY                                Theft Petty-Plain
Summary: A suspect removed a package that was delivered to the location.","12/1/17 - 10:07 am","11/27/17 - 9:42 am     to 11/27/17 - 11:00 am"
1704479,"12/1/17","CLOSED","Facilities Trailer Two","PROPERTY","PROPERTY                                   Lost/Missing Property","A staff member reported a set of University keys missing."," 12/1/17 - 9:54 am                     Location: FACILITIES TRAILER TWO                                          Report #: 1704479
Occurred: 11/28/17 - 10:00 am    to 12/1/17 - 10:39 am                                     Disposition: CLOSED
Incident: PROPERTY                                   Lost/Missing Property
Summary: A staff member reported a set of University keys missing.","12/1/17 - 9:54 am","11/28/17 - 10:00 am    to 12/1/17 - 10:39 am"
NA,"12/1/17","CLOSED","May Ormerod Harris Hall Quinn Wing &","SERVICE","SERVICE                                    Illness Response","A student was examined and released at the scene after suffering an anxiety attack."," 12/1/17 - 10:42 am                    Location: MAY ORMEROD HARRIS HALL QUINN WING &                            Report #: 1704480
                                                             FISHER GALLER
Occurred: 12/1/17 - 10:42 am     to 12/1/17 - 11:11 am                                     Disposition: CLOSED
Incident: SERVICE                                    Illness Response
Summary: A student was examined and released at the scene after suffering an anxiety attack.
          cc: Student Affairs
","12/1/17 - 10:42 am","12/1/17 - 10:42 am     to 12/1/17 - 11:11 am"
1704481,"12/1/17","CLOSED","Keck Hospital Of Usc","ALARM RESPONSE","ALARM RESPONSE                             Environmental Alarm","A radiation alarm was activated by the contents of a trash bag."," 12/1/17 - 11:26 am                     Location: KECK HOSPITAL OF USC                                     Report #: 1704481
Occurred: 12/1/17 - 11:26 am     to 12/1/17 - 11:44 am                                  Disposition: CLOSED
Incident: ALARM RESPONSE                             Environmental Alarm
Summary: A radiation alarm was activated by the contents of a trash bag.
          cc: Safety","12/1/17 - 11:26 am","12/1/17 - 11:26 am     to 12/1/17 - 11:44 am"
1704482,"12/1/17","CLOSED","The Kathleen L. Mccarthy Honors House","PROPERTY","PROPERTY                                   Recovered/Impounded Bicycle","An electric scooter was removed from the location and impounded at the DPS office."," 12/1/17 - 3:10 pm                      Location: THE KATHLEEN L. MCCARTHY HONORS HOUSE                    Report #: 1704482
Occurred: 12/1/17 - 3:10 pm      to 12/1/17 - 3:19 pm                                   Disposition: CLOSED
Incident: PROPERTY                                   Recovered/Impounded Bicycle
Summary: An electric scooter was removed from the location and impounded at the DPS office.","12/1/17 - 3:10 pm","12/1/17 - 3:10 pm      to 12/1/17 - 3:19 pm"
NA,"12/1/17","CLOSED","A.c. Allen Cowlings And Illium","PROPERTY","PROPERTY                                   Recovered/Impounded Bicycle","An electric scooter was removed from the location and impounded at the DPS office."," 12/1/17 - 3:23 pm                      Location: A.C. ALLEN COWLINGS AND ILLIUM                           Report #: 1704483
                                                             RESIDENTIAL COLLEGE
Occurred: 11/30/17 - 9:00 pm     to 12/1/17 - 3:39 pm                                   Disposition: CLOSED
Incident: PROPERTY                                   Recovered/Impounded Bicycle
Summary: An electric scooter was removed from the location and impounded at the DPS office.","12/1/17 - 3:23 pm","11/30/17 - 9:00 pm     to 12/1/17 - 3:39 pm"
1704484,"12/1/17","CLOSED","Keck Hospital Parking Bldg.","PROPERTY","PROPERTY                                   Damaged Property","A non-USC male drove an oversized vehicle into the location and it's roof struck an overhead beam, causing minor damage."," 12/1/17 - 3:31 pm                      Location: KECK HOSPITAL PARKING BLDG.                              Report #: 1704484
Occurred: 12/1/17 - 3:31 pm      to 12/1/17 - 3:51 pm                                   Disposition: CLOSED
Incident: PROPERTY                                   Damaged Property
Summary: A non-USC male drove an oversized vehicle into the location and it's roof struck an overhead beam, causing minor damage.
          cc: Risk Management","12/1/17 - 3:31 pm","12/1/17 - 3:31 pm      to 12/1/17 - 3:51 pm"
1704485,"12/1/17","Cleared by Exceptional Means","School Of Cinematic Arts","INCIDENT","INCIDENT                                   Dispute","A student reported that another student has been making comments about him to classmates that are damaging to his"," 12/1/17 - 3:19 pm                      Location: SCHOOL OF CINEMATIC ARTS                                 Report #: 1704485
Occurred: 12/1/17 - 3:19 pm      to 12/1/17 - 4:41 pm                                   Disposition: Cleared by Exceptional Means
Incident: INCIDENT                                   Dispute
Summary: A student reported that another student has been making comments about him to classmates that are damaging to his
          reputation.
          cc: Student Affairs, Judicial Affairs, HR","12/1/17 - 3:19 pm","12/1/17 - 3:19 pm      to 12/1/17 - 4:41 pm"
1704486,"12/1/17","Cleared Arrest","27Th St & Flower St","WARRANT","WARRANT                                    Warrant Arrest","A suspect who was observed drinking alcohol in public near the location was arrested for two outstanding warrants."," 12/1/17 - 8:42 pm                      Location: 27TH ST & FLOWER ST                                      Report #: 1704486
Occurred: 12/1/17 - 8:42 pm      to 12/1/17 - 11:47 pm                                  Disposition: Cleared Arrest
Incident: WARRANT                                    Warrant Arrest
Summary: A suspect who was observed drinking alcohol in public near the location was arrested for two outstanding warrants.","12/1/17 - 8:42 pm","12/1/17 - 8:42 pm      to 12/1/17 - 11:47 pm"
NA,"12/1/17","Cleared by Exceptional Means","Our Savior Parish & Usc Caruso","SERVICE","SERVICE                                    Illness Response","A student who reported that he was suffering from symptoms of alcohol withdrawal was transported to a local hospital for"," 12/1/17 - 6:20 pm                      Location: OUR SAVIOR PARISH & USC CARUSO                           Report #: 1704487
                                                             CATHOLIC CENTER
Occurred: 12/1/17 - 6:20 pm      to 12/1/17 - 11:49 pm                                  Disposition: Cleared by Exceptional Means
Incident: SERVICE                                    Illness Response
Summary: A student who reported that he was suffering from symptoms of alcohol withdrawal was transported to a local hospital for
          medical treatment.
          cc: Student Affairs
","12/1/17 - 6:20 pm","12/1/17 - 6:20 pm      to 12/1/17 - 11:49 pm"
1704488,"12/2/17","Cleared by Exceptional Means","The Kathleen L. Mccarthy Honors House","ALCOHOL","ALCOHOL                                  Drunk In Public","An intoxicated student was examined and released into the care of her roommate."," 12/2/17 - 12:38 am                    Location: THE KATHLEEN L. MCCARTHY HONORS HOUSE                     Report #: 1704488
Occurred: 12/2/17 - 12:38 am     to 12/2/17 - 12:53 am                                   Disposition: Cleared by Exceptional Means
Incident: ALCOHOL                                  Drunk In Public
Summary: An intoxicated student was examined and released into the care of her roommate.
          cc: Student Affairs, Judicial Affairs","12/2/17 - 12:38 am","12/2/17 - 12:38 am     to 12/2/17 - 12:53 am"
1704489,"12/2/17","Cleared by Exceptional Means","The Kathleen L. Mccarthy Honors House","ALCOHOL","ALCOHOL                                  Drunk In Public","An intoxicated student was examined and released to himself."," 12/2/17 - 12:53 am                    Location: THE KATHLEEN L. MCCARTHY HONORS HOUSE                     Report #: 1704489
Occurred: 12/2/17 - 12:53 am     to 12/2/17 - 1:09 am                                    Disposition: Cleared by Exceptional Means
Incident: ALCOHOL                                  Drunk In Public
Summary: An intoxicated student was examined and released to himself.
          cc: Student Affairs, Judicial Affairs","12/2/17 - 12:53 am","12/2/17 - 12:53 am     to 12/2/17 - 1:09 am"
1704490,"12/2/17","Cleared by Exceptional Means","Mcclintock Building","ALCOHOL","ALCOHOL                                  Alcohol/Drug Overdose","A student was transported to a local hospital for medical treatment following an alcohol overdose."," 12/2/17 - 1:37 am                     Location: MCCLINTOCK BUILDING                                       Report #: 1704490
Occurred: 12/2/17 - 1:37 am      to 12/2/17 - 2:08 am                                    Disposition: Cleared by Exceptional Means
Incident: ALCOHOL                                  Alcohol/Drug Overdose
Summary: A student was transported to a local hospital for medical treatment following an alcohol overdose.
          cc: Student Affairs, Judicial Affairs","12/2/17 - 1:37 am","12/2/17 - 1:37 am      to 12/2/17 - 2:08 am"
1704491,"12/2/17","Cleared by Exceptional Means","Parkside Residential Building","ALCOHOL","ALCOHOL                                  Alcohol/Drug Overdose","A student was transported to a local hospital for medical treatment following an alcohol overdose."," 12/2/17 - 1:44 am                     Location: PARKSIDE RESIDENTIAL BUILDING                             Report #: 1704491
Occurred: 12/2/17 - 1:44 am      to 12/2/17 - 2:32 am                                    Disposition: Cleared by Exceptional Means
Incident: ALCOHOL                                  Alcohol/Drug Overdose
Summary: A student was transported to a local hospital for medical treatment following an alcohol overdose.
          cc: Student Affairs, Judicial Affairs","12/2/17 - 1:44 am","12/2/17 - 1:44 am      to 12/2/17 - 2:32 am"
1704492,"12/2/17","CLOSED","1325 Adams Bl","DISTURBANCE","DISTURBANCE                              Disturbing The Peace","A student reported that he was assaulted by several unidentified males during a party at the location."," 12/2/17 - 2:37 am                     Location: 1325 ADAMS BL                                             Report #: 1704492
Occurred: 12/2/17 - 2:37 am      to 12/2/17 - 2:37 am                                    Disposition: CLOSED
Incident: DISTURBANCE                              Disturbing The Peace
Summary: A student reported that he was assaulted by several unidentified males during a party at the location.
          cc: Student Affairs, Judicial Affairs","12/2/17 - 2:37 am","12/2/17 - 2:37 am      to 12/2/17 - 2:37 am"
1704493,"12/1/17","Cleared Arrest","Kaprielian Hall","WARRANT","WARRANT                                  Warrant Arrest","A trespassing suspect was arrested for an outstanding warrant."," 12/1/17 - 11:15 pm                    Location: KAPRIELIAN HALL                                           Report #: 1704493
Occurred: 12/1/17 - 11:15 pm     to 12/2/17 - 12:30 am                                   Disposition: Cleared Arrest
Incident: WARRANT                                  Warrant Arrest
Summary: A trespassing suspect was arrested for an outstanding warrant.","12/1/17 - 11:15 pm","12/1/17 - 11:15 pm     to 12/2/17 - 12:30 am"
